 C9H19X5            2   617.511     6.107     0.000     0.000     0.000          
 C8H17X4            2   577.066     5.876     0.000     0.000     0.000          
 C7H15X3            2   534.454     5.625     0.000     0.000     0.000          
 C10H20X1           2   653.402     6.307     0.000     0.000     0.000          
 C9H18X1            2   614.669     6.091     0.000     0.000     0.000          
 C7H14X1            2   531.297     5.606     0.000     0.000     0.000          
 C8H16X1            2   574.080     5.859     0.000     0.000     0.000          
 C12H23             2   723.757     6.685     0.000     0.000     0.000          
 C10H19             2   650.674     6.292     0.000     0.000     0.000          
 C9H17              2   611.817     6.075     0.000     0.000     0.000          
 C8H15              2   571.083     5.842     0.000     0.000     0.000          
 C7H131X6           2   528.126     5.587     0.000     0.000     0.000          
 C7H131X7           2   528.126     5.587     0.000     0.000     0.000          
 NXC5H11CHO         2   537.467     5.643     0.000     0.000     0.000        
 C12H25O2X1         2   805.774     7.106     0.000     0.000     0.000        
 C12H25O2X2         2   805.774     7.106     0.000     0.000     0.000        
 C12H25O2X3         2   805.774     7.106     0.000     0.000     0.000        
 C12H25O2X4         2   805.774     7.106     0.000     0.000     0.000        
 C12H25O2X5         2   805.774     7.106     0.000     0.000     0.000        
 C12H25O2X6         2   805.774     7.106     0.000     0.000     0.000        
 C9H19O2X5          2   703.319     6.576     0.000     0.000     0.000         
 C8H17O2X4          2   666.695     6.379     0.000     0.000     0.000         
 C7H15O2X3          2   628.552     6.169     0.000     0.000     0.000         
 C12OOH1X4          2   805.774     7.106     0.000     0.000     0.000         
 C12OOH2X4          2   805.774     7.106     0.000     0.000     0.000         
 C12OOH3X5          2   805.774     7.106     0.000     0.000     0.000         
 C12OOH3X6          2   805.774     7.106     0.000     0.000     0.000         
 C12OOH4X2          2   805.774     7.106     0.000     0.000     0.000         
 C12OOH5X3          2   805.774     7.106     0.000     0.000     0.000         
 C12OOH5X7          2   805.774     7.106     0.000     0.000     0.000         
 C12OOH6X3          2   805.774     7.106     0.000     0.000     0.000         
 C12OOH6X8          2   805.774     7.106     0.000     0.000     0.000         
 C9OOH5X3           2   703.319     6.576     0.000     0.000     0.000          
 C8OOH4X2           2   666.695     6.379     0.000     0.000     0.000          
 C7H14OOH3X5        2   628.552     6.169     0.000     0.000     0.000       
 C12O2X4            2   765.561     6.902     0.000     0.000     0.000          
 C12O3X5            2   765.561     6.902     0.000     0.000     0.000          
 C12O5X7            2   765.561     6.902     0.000     0.000     0.000          
 C9O3X5             2   658.720     6.336     0.000     0.000     0.000          
 C8O2X4             2   620.225     6.122     0.000     0.000     0.000          
 C12O1X4            2   765.561     6.902     0.000     0.000     0.000          
 C12O3X6            2   765.561     6.902     0.000     0.000     0.000          
 C7H14O3X5          2   579.916     5.893     0.000     0.000     0.000         
 NXC7H15CHO         2   620.225     6.122     0.000     0.000     0.000        
 C12OOH3X5O2        2   877.750     7.460     0.000     0.000     0.000       
 C12OOH3X6O2        2   877.750     7.460     0.000     0.000     0.000       
 C12OOH5X7O2        2   877.750     7.460     0.000     0.000     0.000       
 C12KET3X5          2   840.051     7.276     0.000     0.000     0.000         
 C12KET5X7          2   840.051     7.276     0.000     0.000     0.000         
 NXC7H15CO          2   617.392     6.107     0.000     0.000     0.000         
 NXC4H9COCH2        2   534.323     5.625     0.000     0.000     0.000       
 NXC5H11CO          2   534.323     5.625     0.000     0.000     0.000         
 C5H11COCH2         2   576.942     5.876     0.000     0.000     0.000        
 C12POOH36X4        2   877.750     7.460     0.000     0.000     0.000       
 C12H233X6OOH       2   803.432     7.094     0.000     0.000     0.000      
 NO                 1    97.530     3.621     0.000     1.760     4.000       
 NO2                1   200.000     3.500     0.000     1.000     1.000       
 N2O                1   232.400     3.828     0.000     1.000     1.000       
 N                  0    71.400     3.298     0.000     0.000     0.000       
 HNO                2   116.700     3.492     0.000     0.000     1.000       
 HONO               1   232.400     3.828     0.000     1.000     1.000       
 O3                 1   180.000     4.100     0.000     0.000     2.000       
 C12H25O            2   767.987     6.914     0.000     0.000     0.000 
